ID,Timing,A_Temp,Real_Avg,Amplitude,Duration,Replicate,Bath,Day,Date,Sex,Infection,Spores,Exposed,Include,Notes,Change
1,-10,14,14.36,3,3,1,A,28,02-May,Female,1,379,379,Yes,,
2,-10,14,14.36,3,3,2,A,28,02-May,Female,1,17,17,Yes,,
3,-10,14,14.36,3,3,3,A,28,02-May,Female,1,34,34,Yes,,
4,-10,14,14.36,3,3,4,A,28,02-May,Female,1,443,443,Yes,,
5,-10,14,14.36,3,3,5,A,28,02-May,Female,1,85,85,Yes,,
6,-10,14,14.36,3,6,1,A,28,02-May,Female,1,303,303,Yes,,
7,-10,14,14.36,3,6,2,A,28,02-May,Female,1,316,316,Yes,,
8,-10,14,14.36,3,6,3,A,28,02-May,Female,1,422,422,Yes,,
9,-10,14,14.36,3,6,4,A,28,02-May,Female,1,118,118,Yes,,
10,-10,14,14.36,3,6,5,A,28,02-May,Female,1,284,284,Yes,,
11,-10,14,14.36,6,3,1,A,28,02-May,Female,1,148,148,Yes,,
12,-10,14,14.36,6,3,2,A,28,02-May,Female,1,699,699,Yes,Not in gut - hard to count,
13,-10,14,14.36,6,3,3,A,28,02-May,Female,1,141,141,Yes,,
14,-10,14,14.36,6,3,4,A,28,02-May,Female,1,453,453,Yes,,
15,-10,14,14.36,6,3,5,A,28,02-May,Female,1,5,5,Yes,,
16,-10,14,14.36,6,6,1,A,-8,27-Mar,NA,NA,,,No ,Nothing in jar (pre-infection),
17,-10,14,14.36,6,6,2,A,28,02-May,Female,1,201,201,Yes,,
18,-10,14,14.36,6,6,3,A,28,02-May,Female,1,466,466,Yes,,
19,-10,14,14.36,6,6,4,A,28,02-May,Female,1,122,122,Yes,Some gut still in body,More spores present but input as full number not with a n+
20,-10,14,14.36,6,6,5,A,28,02-May,Female,1,182,182,Yes,,
21,C,14,14.36,0,0,1,A,28,02-May,Female,1,238,238,Yes,,
22,C,14,14.36,0,0,2,A,28,02-May,Female,1,52,52,Yes,,
23,0,14,14.36,3,3,1,A,29,03-May,Female,1,83,83,Yes,,
24,0,14,14.36,3,3,2,A,29,03-May,Female,1,556,556,Yes,,
25,0,14,14.36,3,3,3,A,29,03-May,Female,1,638,638,Yes,,
26,0,14,14.36,3,3,4,A,29,03-May,Female,1,151,151,Yes,,
27,0,14,14.36,3,3,5,A,29,03-May,Female,1,41,41,Yes,,
28,0,14,14.36,3,6,1,A,29,03-May,Female,1,229,229,Yes,,
29,0,14,14.36,3,6,2,A,29,03-May,Female,1,366,366,Yes,,
30,0,14,14.36,3,6,3,A,29,03-May,Female,1,679,679,Yes,,
31,0,14,14.36,3,6,4,A,29,03-May,Female,1,312,312,Yes,,
32,0,14,14.36,3,6,5,A,29,03-May,Female,1,341,341,Yes,,
33,0,14,14.36,6,3,1,A,29,03-May,Female,1,227,227,Yes,,
34,0,14,14.36,6,3,2,A,29,03-May,Female,1,401,401,Yes,,
35,0,14,14.36,6,3,3,A,29,03-May,Female,1,301,301,Yes,,
36,0,14,14.36,6,3,4,A,29,03-May,Female,1,173,173,Yes,,
37,0,14,14.36,6,3,5,A,29,03-May,Female,1,322,322,Yes,,
38,0,14,14.36,6,6,1,A,29,03-May,Female,1,590,590,Yes,,
39,0,14,14.36,6,6,2,A,29,03-May,Female,1,362,362,Yes,,
40,0,14,14.36,6,6,3,A,29,03-May,Female,1,171,171,Yes,,
41,0,14,14.36,6,6,4,A,29,03-May,Female,1,322,322,Yes,,
42,0,14,14.36,6,6,5,A,29,03-May,Female,1,458,458,Yes,,
43,C,14,14.36,0,0,1,A,29,03-May,Female,1,379,379,Yes,,
44,C,14,14.36,0,0,2,A,29,03-May,Female,1,495,495,Yes,,
45,10,14,14.36,3,3,1,A,28,02-May,Female,1,46,46,Yes,,
46,10,14,14.36,3,3,2,A,28,02-May,Female,1,201,201,Yes,,
47,10,14,14.36,3,3,3,A,28,02-May,Female,1,197,197,Yes,,
48,10,14,14.36,3,3,4,A,28,02-May,Female,1,35,35,Yes,,
49,10,14,14.36,3,3,5,A,28,02-May,Female,1,295,295,Yes,,
50,10,14,14.36,3,6,1,A,28,02-May,Female,1,158,158,Yes,,
51,10,14,14.36,3,6,2,A,28,02-May,Female,1,139,139,Yes,Lobes unknown,More spores present but input as full number not with a n+
52,10,14,14.36,3,6,3,A,28,02-May,Female,1,38,38,Yes,,
53,10,14,14.36,3,6,4,A,28,02-May,Female,1,109,109,Yes,,
54,10,14,14.36,3,6,5,A,28,02-May,Female,1,124,124,Yes,,
55,10,14,14.36,6,3,1,A,28,02-May,Female,1,223,223,Yes,,
56,10,14,14.36,6,3,2,A,28,02-May,Female,1,191,191,Yes,,
57,10,14,14.36,6,3,3,A,28,02-May,Female,1,202,202,Yes,,
58,10,14,14.36,6,3,4,A,28,02-May,Female,1,243,243,Yes,,
59,10,14,14.36,6,3,5,A,28,02-May,Female,1,123,123,Yes,,
60,10,14,14.36,6,6,1,A,28,02-May,Female,1,96,96,Yes,,
61,10,14,14.36,6,6,2,A,28,02-May,Female,1,983,983,Yes,,
62,10,14,14.36,6,6,3,A,28,02-May,Female,1,112,112,Yes,,
63,10,14,14.36,6,6,4,A,28,02-May,Female,1,225,225,Yes,,
64,10,14,14.36,6,6,5,A,28,02-May,Female,1,467,467,Yes,,
65,C,14,14.36,0,0,1,A,28,02-May,Female,1,261,261,Yes,,
66,C,14,14.36,0,0,2,A,28,02-May,Female,1,234,234,Yes,,
67,20,14,14.36,3,3,1,A,29,03-May,Female,1,64,64,Yes,,
68,20,14,14.36,3,3,2,A,29,03-May,Female,1,380,380,Yes,,
69,20,14,14.36,3,3,3,A,29,03-May,Female,1,132,132,Yes,,
70,20,14,14.36,3,3,4,A,29,03-May,Female,1,126,126,Yes,,
71,20,14,14.36,3,3,5,A,29,03-May,Female,1,45,45,Yes,,
72,20,14,14.36,3,6,1,A,29,03-May,Female,1,524,524,Yes,,
73,20,14,14.36,3,6,2,A,29,03-May,Female,1,373,373,Yes,,
74,20,14,14.36,3,6,3,A,29,03-May,Female,1,190,190,Yes,,
75,20,14,14.36,3,6,4,A,29,03-May,Female,1,406,406,Yes,,
76,20,14,14.36,3,6,5,A,29,03-May,Female,1,91,91,Yes,,
77,20,14,14.36,6,3,1,A,29,03-May,Female,1,49,49,Yes,,
78,20,14,14.36,6,3,2,A,29,03-May,Female,1,371,371,Yes,,
79,20,14,14.36,6,3,3,A,29,03-May,Female,1,303,303,Yes,,
80,20,14,14.36,6,3,4,A,29,03-May,Female,1,601,601,Yes,,
81,20,14,14.36,6,3,5,A,29,03-May,Female,1,73,73,Yes,,
82,20,14,14.36,6,6,1,A,29,03-May,Female,1,89,89,Yes,,
83,20,14,14.36,6,6,2,A,29,03-May,Female,1,1434,1434,Yes,,
84,20,14,14.36,6,6,3,A,29,03-May,Female,1,8,8,Yes,,
85,20,14,14.36,6,6,4,A,29,03-May,Female,1,561,561,Yes,,
86,20,14,14.36,6,6,5,A,29,03-May,Female,1,871,871,Yes,,
87,C,14,14.36,0,0,1,A,29,03-May,Female,1,51,51,Yes,,
88,C,14,14.36,0,0,2,A,29,03-May,Female,1,69,69,Yes,,
89,-10,14,14.04,3,3,6,B,30,04-May,Female,1,56,56,Yes,,
90,-10,14,14.04,3,3,7,B,30,04-May,Female,1,104,104,Yes,,
91,-10,14,14.04,3,3,8,B,30,04-May,Female,1,5,5,Yes,,
92,-10,14,14.04,3,3,9,B,30,04-May,Female,1,20,20,Yes,,
93,-10,14,14.04,3,3,10,B,30,04-May,Female,1,29,29,Yes,,
94,-10,14,14.04,3,6,6,B,30,04-May,Female,1,64,64,Yes,,
95,-10,14,14.04,3,6,7,B,30,04-May,Female,1,142,142,Yes,,
96,-10,14,14.04,3,6,8,B,30,04-May,Female,0,,0,Yes,,
97,-10,14,14.04,3,6,9,B,30,04-May,Female,1,94,94,Yes,,
98,-10,14,14.04,3,6,10,B,30,04-May,Female,1,284,284,Yes,,
99,-10,14,14.04,6,3,6,B,30,04-May,Female,0,,0,Yes,,
100,-10,14,14.04,6,3,7,B,30,04-May,Female,1,107,107,Yes,,
101,-10,14,14.04,6,3,8,B,30,04-May,Female,1,253,253,Yes,,
102,-10,14,14.04,6,3,9,B,30,04-May,Female,1,40,40,Yes,,
103,-10,14,14.04,6,3,10,B,30,04-May,Female,1,38,38,Yes,,
104,-10,14,14.04,6,6,6,B,30,04-May,Female,1,248,248,Yes,,
105,-10,14,14.04,6,6,7,B,30,04-May,Female,1,200,200,Yes,,
106,-10,14,14.04,6,6,8,B,30,04-May,Female,1,417,417,Yes,,
107,-10,14,14.04,6,6,9,B,30,04-May,Female,1,165,165,Yes,,
108,-10,14,14.04,6,6,10,B,30,04-May,Female,1,121,121,Yes,,
109,C,14,14.04,0,0,3,B,30,04-May,Female,1,13,13,Yes,,
110,C,14,14.04,0,0,4,B,30,04-May,Female,1,11,11,Yes,,
111,0,14,14.04,3,3,6,B,32,06-May,Female,1,95,95,Yes,,
112,0,14,14.04,3,3,7,B,32,06-May,Female,1,244,244,Yes,,
113,0,14,14.04,3,3,8,B,32,06-May,Female,1,57,57,Yes,,
114,0,14,14.04,3,3,9,B,32,06-May,Female,1,75,75,Yes,,
115,0,14,14.04,3,3,10,B,32,06-May,Female,1,25,25,Yes,,
116,0,14,14.04,3,6,6,B,32,06-May,Female,1,203,203,Yes,,
117,0,14,14.04,3,6,7,B,32,06-May,Female,1,78,78,Yes,,
118,0,14,14.04,3,6,8,B,32,06-May,Female,1,784,784,Yes,,
119,0,14,14.04,3,6,9,B,32,06-May,Female,1,76,76,Yes,,
120,0,14,14.04,3,6,10,B,32,06-May,Female,1,447,447,Yes,,
121,0,14,14.04,6,3,6,B,32,06-May,Female,1,138,138,Yes,,
122,0,14,14.04,6,3,7,B,32,06-May,Female,1,275,275,Yes,,
123,0,14,14.04,6,3,8,B,32,06-May,Female,1,30,30,Yes,,
124,0,14,14.04,6,3,9,B,32,06-May,Female,1,514,514,Yes,,
125,0,14,14.04,6,3,10,B,28,02-May,Female,1,174,174,Yes,Natural death,
126,0,14,14.04,6,6,6,B,-5,30-Mar,Female,NA,,,No ,Unnatural death (pre-infection),
127,0,14,14.04,6,6,7,B,-5,30-Mar,Female,NA,,,No ,Unnatural death (pre-infection),
128,0,14,14.04,6,6,8,B,-5,30-Mar,Female,NA,,,No ,Unnatural death (pre-infection),
129,0,14,14.04,6,6,9,B,-5,30-Mar,Female,NA,,,No ,Unnatural death (pre-infection),
130,0,14,14.04,6,6,10,B,-5,30-Mar,Female,NA,,,No ,Unnatural death (pre-infection),
131,C,14,14.04,0,0,3,B,32,06-May,Female,1,809,809,Yes,,
132,C,14,14.04,0,0,4,B,32,06-May,Female,1,312,312,Yes,,
133,10,14,14.04,3,3,6,B,0,04-Apr,Female,NA,,,No ,Unnatural death (pre-infection),
134,10,14,14.04,3,3,7,B,32,06-May,Female,1,198,198,Yes,,
135,10,14,14.04,3,3,8,B,32,06-May,Female,1,81,81,Yes,,
136,10,14,14.04,3,3,9,B,32,06-May,Female,1,33,33,Yes,,
137,10,14,14.04,3,3,10,B,32,06-May,Female,1,59,59,Yes,,
138,10,14,14.04,3,6,6,B,32,06-May,Female,1,150,150,Yes,,
139,10,14,14.04,3,6,7,B,30,04-May,Female,1,411,411,Yes,Natural death,
140,10,14,14.04,3,6,8,B,32,06-May,Female,1,473,473,Yes,,
141,10,14,14.04,3,6,9,B,24,28-Apr,Female,1,50,50,Yes,Natural death,
142,10,14,14.04,3,6,10,B,32,06-May,Female,1,31,31,Yes,,
143,10,14,14.04,6,3,6,B,32,06-May,Female,1,62,62,Yes,,
144,10,14,14.04,6,3,7,B,32,06-May,Female,1,21,21,Yes,,
145,10,14,14.04,6,3,8,B,32,06-May,Female,1,238,238,Yes,,
146,10,14,14.04,6,3,9,B,32,06-May,Female,1,52,52,Yes,,
147,10,14,14.04,6,3,10,B,32,06-May,Female,1,248,248,Yes,,
148,10,14,14.04,6,6,6,B,32,06-May,Female,1,27,27,Yes,,
149,10,14,14.04,6,6,7,B,32,06-May,Female,1,309,309,Yes,,
150,10,14,14.04,6,6,8,B,32,06-May,Female,1,239,239,Yes,,
151,10,14,14.04,6,6,9,B,32,06-May,Female,1,260,260,Yes,,
152,10,14,14.04,6,6,10,B,32,06-May,Female,1,323,323,Yes,,
153,C,14,14.04,0,0,3,B,32,06-May,Female,1,632,632,Yes,,
154,C,14,14.04,0,0,4,B,32,06-May,Female,1,11,11,Yes,,
155,20,14,14.04,3,3,6,B,30,04-May,Female,1,3,3,Yes,,
156,20,14,14.04,3,3,7,B,30,04-May,Female,1,113,113,Yes,,
157,20,14,14.04,3,3,8,B,30,04-May,Female,1,205,205,Yes,,
158,20,14,14.04,3,3,9,B,30,04-May,Female,1,12,12,Yes,,
159,20,14,14.04,3,3,10,B,30,04-May,Female,1,648,648,Yes,,
160,20,14,14.04,3,6,6,B,30,04-May,Female,1,87,87,Yes,,
161,20,14,14.04,3,6,7,B,30,04-May,Female,1,22,22,Yes,,
162,20,14,14.04,3,6,8,B,30,04-May,Female,1,463,463,Yes,,
163,20,14,14.04,3,6,9,B,30,04-May,Female,1,144,144,Yes,,
164,20,14,14.04,3,6,10,B,30,04-May,Female,1,307,307,Yes,,
165,20,14,14.04,6,3,6,B,30,04-May,Female,1,202,202,Yes,,
166,20,14,14.04,6,3,7,B,30,04-May,Female,1,5,5,Yes,,
167,20,14,14.04,6,3,8,B,30,04-May,Female,1,169,169,Yes,,
168,20,14,14.04,6,3,9,B,30,04-May,Female,1,27,27,Yes,,
169,20,14,14.04,6,3,10,B,30,04-May,Female,1,211,211,Yes,,
170,20,14,14.04,6,6,6,B,30,04-May,Female,1,170,170,Yes,,
171,20,14,14.04,6,6,7,B,30,04-May,Female,1,388,388,Yes,,
172,20,14,14.04,6,6,8,B,30,04-May,Female,1,310,310,Yes,,
173,20,14,14.04,6,6,9,B,30,04-May,Female,1,354,354,Yes,,
174,20,14,14.04,6,6,10,B,4,08-Apr,Female,0,,0,No ,Unnatural death ,
175,C,14,14.04,0,0,3,B,30,04-May,Female,1,73,73,Yes,,
176,C,14,14.04,0,0,4,B,30,04-May,Female,1,42,42,Yes,,
177,-10,14,14.05,3,3,11,C,16,20-Apr,NA,NA,,,No ,Nothing in jar,
178,-10,14,14.05,3,3,12,C,34,08-May,Female,1,13,13,Yes,,
179,-10,14,14.05,3,3,13,C,34,08-May,Female,1,62,62,Yes,,
180,-10,14,14.05,3,3,14,C,34,08-May,Female,1,104,104,Yes,,
181,-10,14,14.05,3,3,15,C,34,08-May,Female,1,90,90,Yes,,
182,-10,14,14.05,3,6,11,C,34,08-May,Female,1,10,10,Yes,,
183,-10,14,14.05,3,6,12,C,34,08-May,Female,1,13,13,Yes,,
184,-10,14,14.05,3,6,13,C,34,08-May,Female,1,85,85,Yes,,
185,-10,14,14.05,3,6,14,C,34,08-May,Female,1,101,101,Yes,,
186,-10,14,14.05,3,6,15,C,34,08-May,Female,1,495,495,Yes,,
187,-10,14,14.05,6,3,11,C,34,08-May,Female,1,,,Yes,Can't find rest of gut ,Had 19 spores but didn't seem accurate so removed burden
188,-10,14,14.05,6,3,12,C,16,20-Apr,NA,NA,,,No ,Nothing in jar,
189,-10,14,14.05,6,3,13,C,34,08-May,Female,1,2,2,Yes,,
190,-10,14,14.05,6,3,14,C,16,20-Apr,NA,NA,,,No ,Nothing in jar,
191,-10,14,14.05,6,3,15,C,34,08-May,Female,1,112,112,Yes,,
192,-10,14,14.05,6,6,11,C,34,08-May,Female,1,42,42,Yes,Gut cut open - could be more spores,
193,-10,14,14.05,6,6,12,C,34,08-May,Female,1,170,170,Yes,,
194,-10,14,14.05,6,6,13,C,34,08-May,Female,1,308,308,Yes,,
195,-10,14,14.05,6,6,14,C,16,20-Apr,NA,NA,,,No ,Nothing in jar,
196,-10,14,14.05,6,6,15,C,16,20-Apr,NA,NA,,,No ,Nothing in jar,
197,C,14,14.05,0,0,5,C,34,08-May,Female,1,31,31,Yes,,
198,C,14,14.05,0,0,6,C,34,08-May,Female,1,102,102,Yes,,
199,0,14,14.05,3,3,11,C,34,08-May,Female,1,34,34,Yes,,
200,0,14,14.05,3,3,12,C,11,15-Apr,NA,NA,,,No ,Nothing in jar,
201,0,14,14.05,3,3,13,C,34,08-May,Female,1,11,11,Yes,,
202,0,14,14.05,3,3,14,C,34,08-May,Female,NA,,,No,Two coverslips - hard to tell,
203,0,14,14.05,3,3,15,C,34,08-May,Female,1,47,47,Yes,,
204,0,14,14.05,3,6,11,C,34,08-May,Female,1,335,335,Yes,,
205,0,14,14.05,3,6,12,C,34,08-May,Female,1,295,295,Yes,,
206,0,14,14.05,3,6,13,C,34,08-May,Female,1,219,219,Yes,,
207,0,14,14.05,3,6,14,C,34,08-May,Female,1,478,478,Yes,,
208,0,14,14.05,3,6,15,C,34,08-May,Female,1,1577,1577,Yes,,
209,0,14,14.05,6,3,11,C,34,08-May,Female,1,339,339,Yes,,
210,0,14,14.05,6,3,12,C,-5,30-Mar,NA,0,,0,No ,Natural death (pre-infection),
211,0,14,14.05,6,3,13,C,34,08-May,Female,1,212,212,Yes,,
212,0,14,14.05,6,3,14,C,34,08-May,Female,1,6,6,Yes,Natural death,
213,0,14,14.05,6,3,15,C,34,08-May,Female,1,165,165,Yes,,
214,0,14,14.05,6,6,11,C,34,08-May,Female,1,682,682,Yes,,
215,0,14,14.05,6,6,12,C,34,08-May,Female,1,95,95,Yes,,
216,0,14,14.05,6,6,13,C,34,08-May,Female,1,636,636,Yes,,
217,0,14,14.05,6,6,14,C,34,08-May,Female,1,988,988,Yes,,
218,0,14,14.05,6,6,15,C,34,08-May,Female,1,417,417,Yes,,
219,C,14,14.05,0,0,5,C,34,08-May,Female,1,114,114,Yes,,
220,C,14,14.05,0,0,6,C,34,08-May,Female,0,,0,Yes,,
221,10,14,14.05,3,3,11,C,33,07-May,Female,1,165,165,Yes,,
222,10,14,14.05,3,3,12,C,33,07-May,Female,1,16,16,Yes,,
223,10,14,14.05,3,3,13,C,33,07-May,Female,1,117,117,Yes,,
224,10,14,14.05,3,3,14,C,33,07-May,Female,0,,0,Yes,,
225,10,14,14.05,3,3,15,C,33,07-May,Female,1,21,21,Yes,,
226,10,14,14.05,3,6,11,C,33,07-May,Female,1,334,334,Yes,,
227,10,14,14.05,3,6,12,C,33,07-May,Female,1,22,22,Yes,,
228,10,14,14.05,3,6,13,C,33,07-May,Female,1,34,34,Yes,,
229,10,14,14.05,3,6,14,C,33,07-May,Female,1,279,279,Yes,,
230,10,14,14.05,3,6,15,C,33,07-May,Female,1,434,434,Yes,,
231,10,14,14.05,6,3,11,C,33,07-May,Female,1,118,118,Yes,,
232,10,14,14.05,6,3,12,C,33,07-May,Female,1,31,31,Yes,,
233,10,14,14.05,6,3,13,C,33,07-May,Female,1,53,53,Yes,,
234,10,14,14.05,6,3,14,C,33,07-May,Female,1,49,49,Yes,,
235,10,14,14.05,6,3,15,C,33,07-May,Female,1,283,283,Yes,,
236,10,14,14.05,6,6,11,C,33,07-May,Female,0,,0,Yes,,
237,10,14,14.05,6,6,12,C,33,07-May,Female,1,381,381,Yes,,
238,10,14,14.05,6,6,13,C,33,07-May,Female,1,285,285,Yes,,
239,10,14,14.05,6,6,14,C,33,07-May,Female,1,486,486,Yes,,
240,10,14,14.05,6,6,15,C,33,07-May,Female,1,94,94,Yes,,
241,C,14,14.05,0,0,5,C,29,03-May,Female,0,,0,Yes,Natural death,
242,C,14,14.05,0,0,6,C,33,07-May,NA,NA,,,No ,Nothing in jar,
243,20,14,14.05,3,3,11,C,33,07-May,Female,1,13,13,Yes,,
244,20,14,14.05,3,3,12,C,33,07-May,Female,1,67,67,Yes,,
245,20,14,14.05,3,3,13,C,33,07-May,Female,1,23,23,Yes,,
246,20,14,14.05,3,3,14,C,33,07-May,Female,1,12,12,Yes,,
247,20,14,14.05,3,3,15,C,33,07-May,Female,1,148,148,Yes,,
248,20,14,14.05,3,6,11,C,33,07-May,Female,1,81,81,Yes,,
249,20,14,14.05,3,6,12,C,33,07-May,Female,1,405,405,Yes,,
250,20,14,14.05,3,6,13,C,33,07-May,Female,1,89,89,Yes,,
251,20,14,14.05,3,6,14,C,33,07-May,Female,1,328,328,Yes,,
252,20,14,14.05,3,6,15,C,33,07-May,Female,1,278,278,Yes,,
253,20,14,14.05,6,3,11,C,33,07-May,Female,1,45,45,Yes,,
254,20,14,14.05,6,3,12,C,33,07-May,Female,0,,0,Yes,,
255,20,14,14.05,6,3,13,C,33,07-May,Female,1,69,69,Yes,,
256,20,14,14.05,6,3,14,C,33,07-May,Female,0,,0,Yes,,
257,20,14,14.05,6,3,15,C,29,03-May,Female,1,43,43,Yes,Natural death,
258,20,14,14.05,6,6,11,C,33,07-May,Female,1,119,119,Yes,,
259,20,14,14.05,6,6,12,C,33,07-May,Female,1,32,32,Yes,,
260,20,14,14.05,6,6,13,C,33,07-May,Female,1,179,179,Yes,,
261,20,14,14.05,6,6,14,C,33,07-May,Female,1,206,206,Yes,,
262,20,14,14.05,6,6,15,C,33,07-May,Female,1,36,36,Yes,,
263,C,14,14.05,0,0,5,C,24,28-Apr,NA,NA,,,No ,Nothing in jar,
264,C,14,14.05,0,0,6,C,33,07-May,Female,1,8,8,Yes,,
265,-10,17,16.98,3,3,1,A,29,03-May,Female,1,789,789,Yes,,
266,-10,17,16.98,3,3,2,A,29,03-May,Female,1,604,604,Yes,,
267,-10,17,16.98,3,3,3,A,29,03-May,Female,1,487,487,Yes,,
268,-10,17,16.98,3,3,4,A,29,03-May,Female,1,,,Yes,Couldn't find the lobes,Had 43 spores but didn't seem accurate so removed burden
269,-10,17,16.98,3,3,5,A,29,03-May,Female,1,586,586,Yes,,
270,-10,17,16.98,3,6,1,A,-8,27-Mar,Female,NA,,,No ,Unnatural death (pre-infection),
271,-10,17,16.98,3,6,2,A,29,03-May,Female,1,846,846,Yes,,
272,-10,17,16.98,3,6,3,A,29,03-May,Female,1,779,779,Yes,,
273,-10,17,16.98,3,6,4,A,-1,03-Apr,Female,NA,,,No ,Unnatural death (pre-infection),
274,-10,17,16.98,3,6,5,A,29,03-May,Female,1,278,278,Yes,,
275,-10,17,16.98,6,3,1,A,29,03-May,Female,1,441,441,Yes,,
276,-10,17,16.98,6,3,2,A,29,03-May,Female,1,71,71,Yes,Not sure if second lobe has been counted ,More spores present but input as full number not with a n+
277,-10,17,16.98,6,3,3,A,29,03-May,Female,1,1481,1481,Yes,,
278,-10,17,16.98,6,3,4,A,29,03-May,Female,1,350,350,Yes,,
279,-10,17,16.98,6,3,5,A,29,03-May,Female,1,853,853,Yes,,
280,-10,17,16.98,6,6,1,A,29,03-May,Female,1,761,761,Yes,,
281,-10,17,16.98,6,6,2,A,29,03-May,Female,1,790,790,Yes,,
282,-10,17,16.98,6,6,3,A,29,03-May,Female,1,226,226,Yes,,
283,-10,17,16.98,6,6,4,A,29,03-May,Female,1,1250,1250,Yes,,
284,-10,17,16.98,6,6,5,A,29,03-May,Female,1,1588,1588,Yes,,
285,C,17,16.98,0,0,1,A,29,03-May,Female,1,1180,1180,Yes,,
286,C,17,16.98,0,0,2,A,29,03-May,Female,1,377,377,Yes,,
287,0,17,16.98,3,3,1,A,29,03-May,Female,1,1471,1471,Yes,,
288,0,17,16.98,3,3,2,A,29,03-May,Female,1,896,896,Yes,,
289,0,17,16.98,3,3,3,A,29,03-May,Female,1,1206,1206,Yes,,
290,0,17,16.98,3,3,4,A,29,03-May,Female,1,391,391,Yes,,
291,0,17,16.98,3,3,5,A,29,03-May,Female,1,723,723,Yes,,
292,0,17,16.98,3,6,1,A,29,03-May,Female,1,1860,1860,Yes,,
293,0,17,16.98,3,6,2,A,29,03-May,Female,1,756,756,Yes,,
294,0,17,16.98,3,6,3,A,29,03-May,Female,1,1447,1447,Yes,,
295,0,17,16.98,3,6,4,A,29,03-May,Female,1,1276,1276,Yes,,
296,0,17,16.98,3,6,5,A,29,03-May,Female,1,2155,2155,Yes,,
297,0,17,16.98,6,3,1,A,29,03-May,Female,1,1025,1025,Yes,,
298,0,17,16.98,6,3,2,A,29,03-May,Female,1,1029,1029,Yes,,
299,0,17,16.98,6,3,3,A,29,03-May,Female,1,1494,1494,Yes,,
300,0,17,16.98,6,3,4,A,29,03-May,Female,1,944,944,Yes,,
301,0,17,16.98,6,3,5,A,29,03-May,Female,1,1453,1453,Yes,,
302,0,17,16.98,6,6,1,A,29,03-May,Female,1,907,907,Yes,,
303,0,17,16.98,6,6,2,A,29,03-May,Female,1,1124,1124,Yes,,
304,0,17,16.98,6,6,3,A,29,03-May,Female,1,518,518,Yes,,
305,0,17,16.98,6,6,4,A,29,03-May,Female,1,397,397,Yes,,
306,0,17,16.98,6,6,5,A,29,03-May,Female,1,1370,1370,Yes,,
307,C,17,16.98,0,0,1,A,29,03-May,Female,1,979,979,Yes,,
308,C,17,16.98,0,0,2,A,6,10-Apr,Female,0,,0,No ,Natural death,
309,10,17,16.98,3,3,1,A,30,04-May,Female,1,1086,1086,Yes,,
310,10,17,16.98,3,3,2,A,30,04-May,Female,1,973,973,Yes,,
311,10,17,16.98,3,3,3,A,30,04-May,Female,1,1339,1339,Yes,,
312,10,17,16.98,3,3,4,A,30,04-May,Female,1,1377,1377,Yes,,
313,10,17,16.98,3,3,5,A,30,04-May,Female,1,1826,1826,Yes,,
314,10,17,16.98,3,6,1,A,30,04-May,Female,1,606,606,Yes,,
315,10,17,16.98,3,6,2,A,29,03-May,Female,1,159,159,Yes,Natural death,
316,10,17,16.98,3,6,3,A,31,05-May,Female,1,1025,1025,Yes,,
317,10,17,16.98,3,6,4,A,31,05-May,Female,1,364,364,Yes,,
318,10,17,16.98,3,6,5,A,31,05-May,Female,1,930,930,Yes,,
319,10,17,16.98,6,3,1,A,31,05-May,Female,1,1417,1417,Yes,,
320,10,17,16.98,6,3,2,A,31,05-May,Female,1,1352,1352,Yes,,
321,10,17,16.98,6,3,3,A,31,05-May,Female,1,1459,1459,Yes,,
322,10,17,16.98,6,3,4,A,31,05-May,Female,1,1212,1212,Yes,,
323,10,17,16.98,6,3,5,A,31,05-May,Female,1,1476,1476,Yes,,
324,10,17,16.98,6,6,1,A,31,05-May,Female,0,,0,Yes,,
325,10,17,16.98,6,6,2,A,31,05-May,Female,1,1168,1168,Yes,,
326,10,17,16.98,6,6,3,A,31,05-May,Female,1,780,780,Yes,,
327,10,17,16.98,6,6,4,A,31,05-May,Female,1,465,465,Yes,,
328,10,17,16.98,6,6,5,A,31,05-May,Female,1,60,60,Yes,,
329,C,17,16.98,0,0,1,A,31,05-May,Female,1,672,672,Yes,,
330,C,17,16.98,0,0,2,A,31,05-May,Female,1,32,32,Yes,,
331,20,17,16.98,3,3,1,A,31,05-May,Female,1,1150,1150,Yes,Natural death,
332,20,17,16.98,3,3,2,A,32,06-May,Female,1,452,452,Yes,,
333,20,17,16.98,3,3,3,A,32,06-May,Female,1,1116,1116,Yes,,
334,20,17,16.98,3,3,4,A,32,06-May,Female,1,541,541,Yes,,
335,20,17,16.98,3,3,5,A,32,06-May,Female,1,689,689,Yes,,
336,20,17,16.98,3,6,1,A,32,06-May,Female,1,571,571,Yes,,
337,20,17,16.98,3,6,2,A,32,06-May,Female,1,449,449,Yes,,
338,20,17,16.98,3,6,3,A,32,06-May,Female,1,729,729,Yes,Natural death,
339,20,17,16.98,3,6,4,A,32,06-May,Female,1,1218,1218,Yes,,
340,20,17,16.98,3,6,5,A,32,06-May,Female,1,199,199,Yes,,
341,20,17,16.98,6,3,1,A,32,06-May,Female,1,692,692,Yes,,
342,20,17,16.98,6,3,2,A,32,06-May,Female,1,1043,1043,Yes,,
343,20,17,16.98,6,3,3,A,32,06-May,Female,1,174,174,Yes,,
